overlap_ratio_0.0_sil2.9_3.0_session0_actual0.0_utterance_0	ONWARD SAID A DISTANT VOICE
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_36	THE GOVERNOR ON HIS PART BECOMING DOUBTFUL OF THE LEGALITY OF EMPLOYING MISSOURI MILITIA TO ENFORCE KANSAS LAWS WAS ALSO EAGER TO SECURE THE HELP OF FEDERAL TROOPS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_37	THE INCIDENT WAS NOT VIOLENT NOR EVEN DRAMATIC NO POSSE WAS SUMMONED NO FURTHER EFFORT MADE AND REEDER FEARING PERSONAL VIOLENCE SOON FLED IN DISGUISE
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_38	WELL WHAT CAN'T BE DONE BY MAIN COURAGE IN WAR MUST BE DONE BY CIRCUMVENTION
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_39	THE FREE STATE HOTEL A STONE BUILDING IN DIMENSIONS FIFTY BY SEVENTY FEET THREE STORIES HIGH AND HANDSOMELY FURNISHED PREVIOUSLY OCCUPIED ONLY FOR LODGING ROOMS ON THAT DAY FOR THE FIRST TIME OPENED ITS TABLE ACCOMMODATIONS TO THE PUBLIC AND PROVIDED A FREE DINNER IN HONOR OF THE OCCASION
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_40	SMUGGLING THE HOUSE CLEANING PARAPHERNALIA INTO THE CELLAR WINDOW UNOBSERVED THAT AFTERNOON PROVED NO EASY TASK FOR CYNTHIA HAD ADDED A WHISK BROOM AND DUST PAN TO THE OUTFIT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_41	SO I DID PUSH THIS FELLOW
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_42	IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_43	YOU GAVE ME DOUBLE FIVE I WANT DOUBLE NINE HALLO IS THAT YOU HORATIO HAMLET SPEAKING
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_44	WILL WHISPERED ROBIN OPENING HIS DOOR AS HE SPOKE ARE YOU READY
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_45	THE HOURS PASSED WEARILY BY AND MOVEMENT COULD YET BE HEARD ABOUT THE HALL
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_46	I GREATLY MOURN THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HYMN CAN YOU LEAD ME TO HIM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_47	LET US RETRACE OUR STEPS AND EXAMINE AS WE GO WITH KEENER EYES
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_48	BY DEGREES ALL HIS HAPPINESS ALL HIS BRILLIANCY SUBSIDED INTO REGRET AND UNEASINESS SO THAT HIS LIMBS LOST THEIR POWER HIS ARMS HUNG HEAVILY BY HIS SIDES AND HIS HEAD DROOPED AS THOUGH HE WAS STUPEFIED
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_49	THEN HE COMES TO THE BEAK OF IT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_50	IT IS ONLY A PENCIL OUTLINE BY EDWARD BURNE JONES IN ILLUSTRATION OF THE STORY OF PSYCHE IT IS THE INTRODUCTION OF PSYCHE AFTER ALL HER TROUBLES INTO HEAVEN
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_51	HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_52	WE MODERNS HOWEVER SEE THE ABSURDITY OF IT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_53	CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_54	NATURE OF THE EFFECT PRODUCED BY EARLY IMPRESSIONS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_55	YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_56	LIKE HIS UNFORTUNATE LITTLE COUSIN THE TEAL HE TOO HAD FELT THE FEAR OF DEATH SMITTEN INTO HIS HEART AND WAS HEADING DESPERATELY FOR THE REFUGE OF SOME DARK OVERHANGING BANK DEEP FRINGED WITH WEEDS WHERE THE DREADFUL EYE OF THE HAWK SHOULD NOT DISCERN HIM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_57	AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WHERE HIS TAILORS WERE AWAITING HIM FOR THE PURPOSE OF TRYING ON THE CELEBRATED COSTUME REPRESENTING SPRING WHICH WAS THE RESULT OF SO MUCH IMAGINATION AND HAD COST SO MANY EFFORTS OF THOUGHT TO THE DESIGNERS AND ORNAMENT WORKERS OF THE COURT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_58	BUT OBSERVE YOU CAN ONLY DO THIS ON ONE CONDITION THAT OF STRIVING ALSO TO CREATE IN REALITY THE BEAUTY WHICH YOU SEEK IN IMAGINATION
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_59	SEE THAT YOUR LIVES BE IN NOTHING WORSE THAN A BOY'S CLIMBING FOR HIS ENTANGLED KITE
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_60	THE COLORIST SAYS FIRST OF ALL AS MY DELICIOUS PAROQUET WAS RUBY SO THIS NASTY VIPER SHALL BE BLACK AND THEN IS THE QUESTION CAN I ROUND HIM OFF EVEN THOUGH HE IS BLACK AND MAKE HIM SLIMY AND YET SPRINGY AND CLOSE DOWN CLOTTED LIKE A POOL OF BLACK BLOOD ON THE EARTH ALL THE SAME
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_61	I WANT TO GET AWAY FROM IT ALL SWOONS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_62	ONE OF HIS MILITIA GENERALS SUGGESTED THAT THE GOVERNOR SHOULD REQUIRE THE OUTLAWS AT LAWRENCE AND ELSEWHERE TO SURRENDER THE SHARPS RIFLES ANOTHER WROTE ASKING HIM TO CALL OUT THE GOVERNMENT TROOPS AT FORT LEAVENWORTH
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_63	THIS WOULD BE AN EASY WAY OF DOING IT BUT IT WOULD NOT BE THE BEST WAY FOR THE REASON THAT IT IS TOO EASY TO CALL ATTENTION TO ITSELF
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_64	IT IS A GLEANER BRINGING DOWN HER ONE SHEAF OF CORN TO AN OLD WATERMILL ITSELF MOSSY AND RENT SCARCELY ABLE TO GET ITS STONES TO TURN
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_65	SHE TAUGHT HER DAUGHTER THEN BY HER OWN AFFECTION FOR IT THAT LOVE FOR A COUNTRY WHERE THEY HAD BOTH BEEN HOSPITABLY RECEIVED AND WHERE A BRILLIANT FUTURE OPENED BEFORE THEM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_66	THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_67	IN FACT THE SOUND OF MADAME'S AND THE QUEEN'S CARRIAGES COULD BE HEARD IN THE DISTANCE UPON THE HARD DRY GROUND OF THE ROADS FOLLOWED BY THE MOUNTED CAVALIERS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_68	THE BEAR SHOOK HIS SHAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_69	IF HOWEVER THEY TAKE YOUR SCALP AS I TRUST AND BELIEVE THEY WILL NOT DEPEND ON IT UNCAS AND I WILL NOT FORGET THE DEED BUT REVENGE IT AS BECOMES TRUE WARRIORS AND TRUSTY FRIENDS
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_70	EXQUISITE SOFT TURF OF THE WOODS THE HAPPINESS WHICH YOUR FRIENDSHIP CONFERS UPON ME
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_71	ALL DISSENT ALL NON COMPLIANCE ALL HESITATION ALL MERE SILENCE EVEN WERE IN THEIR STRONGHOLD TOWNS LIKE LEAVENWORTH BRANDED AS ABOLITIONISM DECLARED TO BE HOSTILITY TO THE PUBLIC WELFARE AND PUNISHED WITH PROSCRIPTION PERSONAL VIOLENCE EXPULSION AND FREQUENTLY DEATH
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_72	IT MUST REMEMBER BE ONE OR THE OTHER
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_73	YET LITTLE AS IT WAS IT HAD ALREADY MADE A VAST DIFFERENCE IN THE ASPECT OF THE ROOM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_74	SAID ANOTHER VOICE WHICH I RECOGNIZED AS VOLTAIRE'S KAFFAR
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_75	STUTELEY WAS BY HIS SIDE IN A FLASH AND THEN THEY BOTH BEGAN FEELING ABOUT THEM TO ASCERTAIN THE SHAPE AND CHARACTER OF THIS VAULT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_76	THE EYES OF THE WHOLE PARTY FOLLOWED THE UNEXPECTED MOVEMENT AND READ THEIR SUCCESS IN THE AIR OF TRIUMPH THAT THE YOUTH ASSUMED
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_77	THE KING SEEMED ONLY PLEASED WITH EVERY ONE PRESENT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_78	THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_79	IN FACT HE HAD JUST FINISHED IT THE LAST OF THE TROUT'S TAIL HAD JUST VANISHED WITH A SPASM DOWN HIS STRAINED GULLET WHEN THE BAFFLED HAWK CAUGHT SIGHT OF HIM AND SWOOPED
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_80	IN DESPAIR HE HURLED HIMSELF DOWNWARD TOO SOON
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_81	IN THE EARLY MORNING OF THE NEXT DAY MAY TWENTY NINTH A COMPANY OF DRAGOONS WITH ONE EMPTY SADDLE CAME DOWN FROM THE FORT AND WHILE THE PRO SLAVERY MEN STILL SLEPT THE PRISONER AND HIS ESCORT WERE ON THEIR WAY ACROSS THE PRAIRIES TO LECOMPTON IN THE CHARGE OF OFFICERS OF THE UNITED STATES ARMY
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_82	YOU ARE POSITIVE THEN
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_83	IN A FEW DAYS AN OFFICER CAME WITH A REQUISITION FROM GOVERNOR SHANNON AND TOOK THE PRISONER BY LAND TO WESTPORT AND AFTERWARDS FROM THERE TO KANSAS CITY AND LEAVENWORTH
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_84	YOU MUST LOOK AT HIM IN THE FACE FIGHT HIM CONQUER HIM WITH WHAT SCATHE YOU MAY YOU NEED NOT THINK TO KEEP OUT OF THE WAY OF HIM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_85	YOU WILL TAKE THEM FROM MY PRIVATE TREASURE
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_86	HIS TONES RANG PLEASANTLY ON WARRENTON'S EARS AND FORTHWITH A GOOD FELLOWSHIP WAS HERALDED BETWEEN THEM
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_87	BRAGELONNE WATCHED FOR SOME TIME THE CONDUCT OF THE TWO LOVERS LISTENED TO THE LOUD AND UNCIVIL SLUMBERS OF MANICAMP WHO SNORED AS IMPERIOUSLY AS THOUGH HE WAS WEARING HIS BLUE AND GOLD INSTEAD OF HIS VIOLET SUIT
overlap_ratio_30.0_sil0.1_1.0_session9_actual29.8_utterance_88	WHEN THE MUSIC BY ITS BURSTS OF MELODY CARRIED AWAY THESE ILLUSTRIOUS DANCERS WHEN THE SIMPLE UNTUTORED PANTOMIME OF THAT PERIOD ONLY THE MORE NATURAL ON ACCOUNT OF THE VERY INDIFFERENT ACTING OF THE AUGUST ACTORS HAD REACHED ITS CULMINATING POINT OF TRIUMPH THE THEATER SHOOK WITH TUMULTUOUS APPLAUSE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_0	DID NOT THE DANCING AMUSE YOU NO
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_1	PAUL DECLARES THAT THE FALSE APOSTLES WERE CALLED OR SENT NEITHER BY MEN NOR BY MAN
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_2	SHE CLOSED HER EYES AND TOOK A DEEP BREATH AS IF TO DRAW IN AGAIN THE FRAGRANCE OF THOSE DAYS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_3	THANK YOU BUT I DON'T LIKE IT SO WELL AS THIS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_4	CHINGACHGOOK HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_5	THE STORY'S WRITTEN
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_6	IS IT BETTER THAN ANYWHERE ELSE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_7	TO CELEBRATE THE ARRIVAL OF HER SON SILVIA GAVE A SPLENDID SUPPER TO WHICH SHE HAD INVITED ALL HER RELATIVES AND IT WAS A GOOD OPPORTUNITY FOR ME TO MAKE THEIR ACQUAINTANCE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_8	IT WAS ALMOST THE TONE OF HOPE EVERYBODY WILL STAY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_9	THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_10	UNC KNOCKED AT THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL IN BLUE OPENED IT AND GREETED THE VISITORS WITH A SMILE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_11	BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_12	NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME BACK TO THE CUPBOARD
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_13	QUICK QUICK THEN AMONG THE HIGH REED GRASS SAID MONTALAIS STOOP ATHENAIS YOU ARE SO TALL
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_14	SHE WAS HONOURABLY BURIED IN THE CHURCH OF SAINT SAUVEUR WITHOUT THE SLIGHTEST OPPOSITION FROM THE VENERABLE PRIEST WHO FAR FROM SHARING THE ANTI CHRISTAIN INTOLERANCY OF THE CLERGY IN GENERAL SAID THAT HER PROFESSION AS AN ACTRESS HAD NOT HINDERED HER FROM BEING A GOOD CHRISTIAN AND THAT THE EARTH WAS THE COMMON MOTHER OF ALL HUMAN BEINGS AS JESUS CHRIST HAD BEEN THE SAVIOUR OF ALL MANKIND
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_15	YOU MUST KNOW SAID MARGOLOTTE WHEN THEY WERE ALL SEATED TOGETHER ON THE BROAD WINDOW SEAT THAT MY HUSBAND FOOLISHLY GAVE AWAY ALL THE POWDER OF LIFE HE FIRST MADE TO OLD MOMBI THE WITCH WHO USED TO LIVE IN THE COUNTRY OF THE GILLIKINS TO THE NORTH OF HERE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_16	THE MOST THEY COULD CLAIM IS THAT THEY WERE SENT BY OTHERS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_17	THE SIGHT OF YOU BARTLEY TO SEE YOU LIVING AND HAPPY AND SUCCESSFUL CAN I NEVER MAKE YOU UNDERSTAND WHAT THAT MEANS TO ME
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_18	CAPTAIN MARTIN SAID I SHALL GIVE YOU A PISTOL TO HELP PROTECT YOURSELF IF WORSE COMES TO WORST
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_19	UNCAS WHO HAD ALREADY APPROACHED THE DOOR IN READINESS TO LEAD THE WAY NOW RECOILED AND PLACED HIMSELF ONCE MORE IN THE BOTTOM OF THE LODGE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_20	THE FREE STATE MEN CLUNG TO THEIR PRAIRIE TOWNS AND PRAIRIE RAVINES WITH ALL THE OBSTINACY AND COURAGE OF TRUE DEFENDERS OF THEIR HOMES AND FIRESIDES
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_21	I SEE A QUANTITY OF CHAIRS FOR HIRE AT THE RATE OF ONE SOU MEN READING THE NEWSPAPER UNDER THE SHADE OF THE TREES GIRLS AND MEN BREAKFASTING EITHER ALONE OR IN COMPANY WAITERS WHO WERE RAPIDLY GOING UP AND DOWN A NARROW STAIRCASE HIDDEN UNDER THE FOLIAGE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_22	HEREDITY THE CAUSE OF ALL OUR FAULTS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_23	IN HIS RETURN TO THE CAMP HIS ACUTE AND PRACTISED INTELLECTS WERE INTENTLY ENGAGED IN DEVISING MEANS TO COUNTERACT A WATCHFULNESS AND SUSPICION ON THE PART OF HIS ENEMIES THAT HE KNEW WERE IN NO DEGREE INFERIOR TO HIS OWN
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_24	THE WHOLE PARTY CROWDED TO THE SPOT WHERE UNCAS POINTED OUT THE IMPRESSION OF A MOCCASIN IN THE MOIST ALLUVION
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_25	THE QUEENS HAD TAKEN THEIR SEATS UPON A MAGNIFICENT DIAS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE IN A THEATER OF WONDERFUL ELEGANCE OF CONSTRUCTION
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_26	I SHALL CALL YOU ESPRIT
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_27	WEREN'T YOU HAPPY THEN AT ALL
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_28	PRIVATE PERSONS WHO HAD LEASED THE FREE STATE HOTEL VAINLY BESOUGHT THE VARIOUS AUTHORITIES TO PREVENT THE DESTRUCTION OF THEIR PROPERTY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_29	THE WORD OF OUR GOD SHALL STAND FOREVER
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_30	BUT FIRST I WILL TELL YOU THAT FOR MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH THE HOUSEWORK AND TO COOK THE MEALS AND WASH THE DISHES
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_31	THE FREE STATE HOTEL A STONE BUILDING IN DIMENSIONS FIFTY BY SEVENTY FEET THREE STORIES HIGH AND HANDSOMELY FURNISHED PREVIOUSLY OCCUPIED ONLY FOR LODGING ROOMS ON THAT DAY FOR THE FIRST TIME OPENED ITS TABLE ACCOMMODATIONS TO THE PUBLIC AND PROVIDED A FREE DINNER IN HONOR OF THE OCCASION
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_32	INDEED HE PERSECUTED THE CHURCH OF CHRIST FOR A LONG TIME
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_33	AS HE HAD PROMISED TO PROTECT THE HOTEL THE REASSURED CITIZENS BEGAN TO LAUGH AT THEIR OWN FEARS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_34	BISHOPS VIRGINS AND EVEN SPOTLESS INFANTS WERE SUBJECTED TO THE DISGRACE OF A PUBLIC PENANCE BEFORE THEY COULD BE ADMITTED TO THE COMMUNION OF THE DONATISTS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_35	I SHOULD NEVER HAVE ASKED YOU IF MOLLY HAD BEEN HERE FOR I REMEMBER YOU DON'T LIKE ENGLISH COOKERY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_36	YET HERE ARE WE WITHIN A SHORT RANGE OF THE SCAROONS AND NOT A SIGN OF A TRAIL HAVE WE CROSSED
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_37	THE GRATEFUL APPLAUSE OF THE CLERGY HAS CONSECRATED THE MEMORY OF A PRINCE WHO INDULGED THEIR PASSIONS AND PROMOTED THEIR INTEREST
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_38	CRIED THE LADIES WHOSE DEPARTURE HAD BEEN FIXED
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_39	GENTLEMEN TO YOUR POSTS WHEREUPON SAINT AIGNAN AND VILLEROY TOOK THEIR LEAVE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_40	IT WAS IN FACT THE BEST WEAPON OF ITS DAY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_41	UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_42	IT WAS SILENT AND GLOOMY BEING TENANTED SOLELY BY THE CAPTIVE AND LIGHTED BY THE DYING EMBERS OF A FIRE WHICH HAD BEEN USED FOR THE PURPOSED OF COOKERY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_43	EXPLAIN YOURSELF
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_44	IF A ROCK OR A RIVULET OR A BIT OF EARTH HARDER THAN COMMON SEVERED THE LINKS OF THE CLEW THEY FOLLOWED THE TRUE EYE OF THE SCOUT RECOVERED THEM AT A DISTANCE AND SELDOM RENDERED THE DELAY OF A SINGLE MOMENT NECESSARY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_45	IN ORDER TO PLEASE HER I SPOKE TO HER OF THE ABBE CONTI AND I HAD OCCASION TO QUOTE TWO LINES OF THAT PROFOUND WRITER
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_46	THE DEPARTING LADIES WHO HAD SAID THEY WOULD STAY DIDN'T OF COURSE THANK HEAVEN STAY THEY DEPARTED IN CONSEQUENCE OF ARRANGEMENTS MADE IN A RAGE OF CURIOSITY AS THEY PROFESSED PRODUCED BY THE TOUCHES WITH WHICH HE HAD ALREADY WORKED US UP
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_47	OH BARTLEY WHAT AM I TO DO
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_48	BUT THE BEAR INSTEAD OF OBEYING MAINTAINED THE SEAT IT HAD TAKEN AND GROWLED
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_49	NOT GOLD OR SILVER OR PASCHAL LAMBS OR AN ANGEL BUT HIMSELF WHAT FOR
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_50	TWO YEARS BEFORE HER DEATH I SAW HER PERFORM THE CHARACTER OF MARIANNE IN THE COMEDY OF MARIVAUX AND IN SPITE OF HER AGE AND DECLINING HEALTH THE ILLUSION WAS COMPLETE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_51	MARGOLOTTE HAD FIRST MADE THE GIRL'S FORM FROM THE PATCHWORK QUILT AND THEN SHE HAD DRESSED IT WITH A PATCHWORK SKIRT AND AN APRON WITH POCKETS IN IT USING THE SAME GAY MATERIAL THROUGHOUT
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_52	WELL THAT MAY BE TRUE AGREED MARGOLOTTE BUT ON THE CONTRARY A SERVANT WITH TOO MUCH BRAINS IS SURE TO BECOME INDEPENDENT AND HIGH AND MIGHTY AND FEEL ABOVE HER WORK
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_53	SHE PROMISED TO DO THIS AND SHE MENTIONED TO ME THAT WHEN FOR A MOMENT DISBURDENED DELIGHTED HE HELD HER HAND THANKING HER FOR THE SACRIFICE SHE ALREADY FELT REWARDED
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_54	HIS RECEPTION SPEECH AT WESTPORT IN WHICH HE MAINTAINED THE LEGALITY OF THE LEGISLATURE AND HIS DETERMINATION TO ENFORCE THEIR LAWS DELIGHTED HIS PRO SLAVERY AUDITORS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_55	AT ONE END STOOD A GREAT FIREPLACE IN WHICH A BLUE LOG WAS BLAZING WITH A BLUE FLAME AND OVER THE FIRE HUNG FOUR KETTLES IN A ROW ALL BUBBLING AND STEAMING AT A GREAT RATE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_56	DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHGOOK WERE FREQUENT AND EARNEST
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_57	THOUGHT KILLS ME THAT I AM NOT THOUGHT TO LEAP LARGE LENGTHS OF MILES WHEN THOU ART GONE BUT THAT SO MUCH OF EARTH AND WATER WROUGHT I MUST ATTEND TIME'S LEISURE WITH MY MOAN RECEIVING NOUGHT BY ELEMENTS SO SLOW BUT HEAVY TEARS BADGES OF EITHER'S WOE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_58	THERE WERE PLENTY OF PEOPLE TO HELP BUT OF COURSE THE YOUNG LADY WHO SHOULD GO DOWN AS GOVERNESS WOULD BE IN SUPREME AUTHORITY
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_59	YET THAT TASK WAS NOT SO EASY AS YOU MAY SUPPOSE
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_60	SINCE CHRIST WAS GIVEN FOR OUR SINS IT STANDS TO REASON THAT THEY CANNOT BE PUT AWAY BY OUR OWN EFFORTS
overlap_ratio_40.0_sil0.1_1.0_session0_actual39.5_utterance_61	I THANK HIM AND TAKE MY LEAVE
